ingredientes,Caloric Value,Carbohydrates,Protein,Fat,label
"water chestnut canned, chocolate rasberry protein mini proteinfx, french toast with butter, beer",492,46.9,7.9,12.315000000000001,1
"queen crab cooked, oatmeal bread toasted",171,13.2,22.5,2.5,1
"lamb tongue cooked, sesame sticks, soya vanille joghurt alpro",776,5.7,56.4,56.00000000000001,0
"carrot juice, pancake syrup",133,32.5,1.9,0.375,1
"wheat sprouted, chum salmon raw, brie cheese, truffles",378,51.4,15.599999999999998,13.9,1
"beef flank steak cooked, tostada with beef cheese, lemon lime soda",846,61.2,71.1,33.8,0
"acorn squash raw, strawberry guava",176,45.9,3.4099999999999997,0.40800000000000003,1
"yam bean jicama, chocolate coffee beans, chinese cabbage pe tsai cooked, quinoa dry",442,68.5,13.3,13.299999999999999,1
"caesar dressing low calorie, milk chocolate with almonds",233,24.7,3.728,14.799999999999999,1
"instant lemon tea, hummus, pork brain cooked",964,49.8,58.5,57.4,0
"carignane red wine, chicken fajita strips, yokan, taffy",479,34.400000000000006,2.687,1.022,1
"bluefin tuna cooked, yachtwurst cooked",426,0.8,53.2,22.1,1
"pigeon peas cooked, minced ham, danish pastry with cinnamon",607,86.4,19.599999999999998,21.6,1
"milky way mars, succotash, fruit salad canned, tomato cooked",624,125.5,14.5,11.607999999999999,0
"original taco with beef cheese lettuce taco bell, eel cooked, ham, sweet potato canned",839,148.2,23.7,16.8,0
"sponge snack cake, maraschino cherries, wheat germ oil, sweet green peppers cooked",304,33.5,2.26,18.583000000000002,1
"almond butter, black turtle beans raw, sour dressing",743,120.0,42.9,12.6,0
"wheat sprouted, chocolate covered graham crackers, corn flour white, oyster stew soup",814,150.70000000000002,22.7,16.5,0
"danish pastry with cinnamon, orange with peel",449,71.5,6.9,17.2,1
"crab apple, cattail",89,22.9,0.6000000000000001,0.3,1
"water chestnut canned, barbecue sauce mcdonalds, vienna bread, cream of onion soup",476,77.3,12.1,13.715000000000002,0
"prune juice, sports drink",208,51.900000000000006,1.6,0.006,1
"bluefin tuna cooked, pumpernickel bread toasted, provolone cheese reduced fat, pumpkin squash seeds dried",1387,32.9,114.6,93.6,0
"atlantic croaker raw, corn grits dry, veal loin cooked, rice sake",395,15.100000000000001,23.9,7.6000000000000005,1
"florida pompano raw, vegetable salad with shrimp, gamay red wine",370,7.9,30.5,12.299999999999999,1
"pesca tea santal, shiitake mushrooms cooked, bread crumbs, pumpkin cooked",602,92.3,16.5,5.907,1
"premium crispy chicken club sandwich mcdonalds, turkey meat roasted, claret red wine",1041,61.830999999999996,82.0,41.0,0
"acorn dried, apricot dried",161,19.6,2.5,8.915000000000001,1
"soya vanille joghurt alpro, anchovy raw",58,1.0,6.1,2.0,1
"baby lima beans cooked, sausage mcgriddles mcdonalds, beef top sirloin steak cooked, hazelnuts blanched",1218,82.0,75.0,67.0,0
"tomatoes in tomato juice canned, bluefin tuna raw, turkey fat",127,9.6,8.5,6.7,1
"tequila sunrise, radicchio, roquefort cheese dressing, yellow snap beans canned",298,35.5,4.2,1.7,1
"cream of shrimp soup, beef broth powder",189,17.1,6.199999999999999,10.700000000000001,1
"beef bottom round steak cooked, whole wheat cooked, tofu raw",1318,37.900000000000006,180.60000000000002,48.0,0
"lamb shoulder raw, taco with chicken cheese lettuce",1383,19.3,88.2,103.5,0
"cottage fries, roselle, sunflower seed butter",138,12.0,3.5,9.600000000000001,1
"mixed vegetables cooked, veal liver cooked, sage ground, pumpernickel roll",351,42.0,30.958,6.146,1
"dock, pumpkin cooked, pasta with tomato sauce, blue mussels raw",383,56.9,28.0,6.300000000000001,1
"lupins raw, lamb foreshank raw, oyster raw",1621,75.2,155.6,79.4,0
"nacho cheese tortilla chips low fat, salmon nuggets, clams fried",169,23.5,7.300000000000001,5.3,1
"soy meal raw, potato chips cheese, persimmon",1289,155.5,69.5,49.2,0
"leeks cooked, chaptti roti indian bread, tarragon dried, cranberry grape juice",668,44.089,8.6,2.9470000000000005,1
"chicken egg roll, sausage burrito mcdonalds, lamb meat raw, sweet red peppers cooked",1618,51.5,101.7,105.39999999999999,0
"yardlong beans cooked, peanut brittle, agave syrup",361,61.6,16.325,6.281000000000001,1
"energy drink sugar free red bull, mothbeans raw",685,122.39999999999999,45.6,3.4000000000000004,1
"clam chowder soup, corn pasta cooked, bluefish cooked",516,63.6,38.2,11.8,1
"rye, drumstick leaves raw",584,129.89999999999998,19.5,3.0999999999999996,1
"granola, blue cheese dressing light, gatto di patate home made",509,38.4,8.5,24.4,1
"pork shoulder raw, ice tea lemon flavor nestle",1158,22.3,77.9,81.6,0
"dandelion greens cooked, pita bread whole wheat, salt",109,22.1,4.800000000000001,1.2999999999999998,1
"ham cheese roll, angel food cake",139,17.3,5.5,5.4,1
"bass raw, shrimp fried, instant lemon tea sweetened, beef jerky",315,29.3,22.871,11.399999999999999,1
"pork bologna, grape leaves, oriental radish cooked, cattail",112,8.6,6.3,6.3,1
"tofu yogurt, papaya canned, corn dried",445,82.39999999999999,13.300999999999998,7.9,0
"corn muffin, lamb rib cooked, snap beans cooked, poultry seasoning",1174,46.5,60.599999999999994,82.2,0
"spinach egg noodles cooked, pink salmon canned, chocolate fudge, chocolate snack cake",1011,82.0,91.2,32.699999999999996,0
"wheat bread toasted, filet o fish mcdonalds, split peas raw",1125,167.7,66.6,22.900000000000002,0
"witloof chicory, baked beans, boston butt steak raw, peppered loaf",1205,46.699999999999996,95.5,68.23100000000001,0
"poultry salad, puffed rice",179,35.1,3.9,2.0,1
"frozen yogurt, english muffin mcdonalds, cocoa powder unsweetened, sunflower seeds dry roasted",377,45.5,13.5,13.299999999999999,1
"green olives pickled, gelatin dessert, instant lemon tea sweetened",262,60.699999999999996,3.444,0.6000000000000001,1
"corn pudding, turmeric ground",336,43.8,11.299999999999999,12.799999999999999,1
"pound cake bread, cranberry apricot juice, tomato vegetable soup",426,77.80000000000001,6.3,10.4,0
"snapper cooked, coffeecake with chocolate frosting",516,48.4,49.2,12.6,1
"sweet potato chips, donut",341,38.8,3.0999999999999996,19.4,1
"ostrich leg cooked, yellow plantain fried",519,68.9,27.099999999999998,14.299999999999999,1
"chicken crispy wings kentucky fried chicken, beef brain cooked",836,5.1,53.3,65.7,0
"gravy dry, soy proteins isolate",182,16.6,26.1,3.0,1
"biscuit with egg ham, amaranth leaves, veal shank raw, zucchini cooked",988,37.3,110.10000000000001,43.475,0
"collard cooked, french toast sticks, honeydew melon",200,35.7,7.3999999999999995,5.4,1
"fondant, sardine oil",229,26.4,0.0,13.609,1
"kohlrabi raw, fava beans canned",254,48.2,18.5,0.8999999999999999,1
"ground beef cooked, escarole soup",436,4.0,38.9,28.8,1
"chocolate pretzels, vanilla soymilk light, tofu fried, fruit fried pie",572,72.9,13.4,27.100000000000005,0
"lima beans raw, pink beans raw, potato skin raw, carp cooked",1619,252.3,122.10000000000001,15.899,0
"perch cooked, straw mushrooms canned",56,0.3,11.6,0.59,1
"apple juice martinellis, lamb kidneys cooked, snap beans canned, gingerbread",800,54.3,66.7,21.7,1
"chicken broth soup, triticale flour, pizza sauce",653,118.8,33.7,7.9,1
"chili pepper sauce green, spearmint fresh, ranch dressing, whole wheat macaroni dry",436,81.0,15.899999999999999,8.321,1
"pork heart cooked, veal leg round cooked, arroz con grandules, pork leg cap steak cooked",1305,36.0,190.10000000000002,38.8,0
"pinto beans canned, pecans raw, mothbeans raw",1622,172.1,66.0,82.9,0
"coriander leaves raw, chenin blanc white wine, pink lemonade",208,27.1,0.5,0.386,1
"veal breast cooked, golden delicious apple, skittles tropical mars",1066,71.1,76.7,50.4,0
"crab soup, roselle, mackerel cooked, barbecue sauce",383,25.799999999999997,32.0,17.0,1
"french dressing reduced fat, corn chips barbecue, scallops fried",1137,122.4,16.572,70.10000000000001,0
"rice flour brown, trail mix",713,134.3,15.5,13.200000000000001,0
"picnic loaf, focaccia, jellybeans, clam tomato juice",291,40.9,10.2,9.543,1
"watermelon seed kernels dried, fruit yogurt, whopper burger king, beef flavored rice cooked",1860,151.7,79.0,109.2,0
"sesbania flower raw, sour cream shoprite",61,1.2,0.012,5.095,1
"tomato sauce with herbs cheese, general tsos chicken, fruit juice, caraway cheese",1936,180.50000000000003,81.6,100.6,0
"plantain cooked, bacon meatless, gruyere cheese, creamy ranch sauce mcdonalds",873,58.2,25.200000000000003,66.6,0
"tarragon dried, pokeberry shoots raw",39,6.2,4.3,0.647,1
"rambutan canned, parsnips raw, pie crust, cardamom",430,87.6,5.1,9.0,0
"barbecue loaf, chowchow pickles, orange, apple dippers mcdonalds",455,96.6,9.0,4.4,0
"rowan, roquefort cheese, tropical trail mix",1186,148.0,32.3,54.5,0
"beef broth soup, premium grilled chicken classic sandwich mcdonalds, shark cooked",448,46.41,36.3,13.0,1
"meatless chicken, sweet cinnamon rolls",685,48.300000000000004,44.800000000000004,35.0,1
"soy oil, cheese ravioli canned, meatless chicken",682,39.1,45.7,38.5,1
"yam cooked, turkey steak fried, rice flour brown, hearts of palm",920,170.6,23.3,15.6,0
"wheat germ oil, zaziki milfina",171,0.0,0.0,18.0,1
"celtuce, acerola cherry juice, green peppers canned",72,15.600000000000001,1.771,0.8619999999999999,1
"oregano dried, egg bagel, mullet cooked, corn dried",596,101.5,39.0,12.3,1
"pork boston roast cooked, croutons seasoned, cornmeal whole grain",1333,119.19999999999999,74.7,61.099999999999994,0
"oat bran raw, peanuts chocolate coated",44,6.9,1.8,1.8,1
"pout cooked, ham egg cheese sandwich, salmon raw, matzo crackers whole wheat",1548,53.0,162.2,73.0,0
"wild raspberries, queen crab cooked",179,18.0,21.7,1.7000000000000002,1
"instant coffee with water, ostrich fan raw",103,0.6,18.7,2.3,1
"macaroni raw, amaranth raw, fish fillet fried, waxgourd cooked",657,104.60000000000001,29.1,13.899999999999999,1
"pastrami beef, nectarine, luncheon meat pork beef, queen crab cooked",367,16.8,40.8,14.899999999999999,1
"rosemary dried, pink salmon canned, fennel",607,17.900000000000002,83.88100000000001,21.099999999999998,1
"soy flour, blue cheese dressing light",37,3.9000000000000004,2.1,1.5,1
"sugar cookies, gelatin dessert, barley cooked, biscuit with egg steak",842,114.1,25.5,32.3,0
"cheese bread, arrowroot flour",653,134.3,5.4,10.1,0
"corn dog, sorghum flour, flour tortilla, pork blade roll roasted",1857,140.20000000000002,85.10000000000001,105.4,0
"popcorn oil popped, goat cheese, crookneck squash canned, peanut butter fudge",256,23.608999999999998,8.799999999999999,14.4,1
"pork splean cooked, shrimp cooked, french beans cooked, egg bread toasted",798,62.013,102.0,13.392,1
"fondant, lotus root raw",191,46.2,3.0,0.109,1
"scup cooked, kung pao chicken, white corn raw, fruitcake",1129,99.6,77.6,49.9,0
"broccoli raab cooked, rib eye steak grilled, pork tenderloin cooked, almond granola bar",973,17.6,90.2,60.400000000000006,0
"yellow snap beans cooked, chocolate pretzels",94,17.7,3.2,2.2,1
"anise seeds, millet flour",451,88.0,13.200000000000001,5.3999999999999995,0
"tomato vegetable juice, ricotta cheese, potato flour, bacon meatless",1100,154.7,29.4,45.2,0
"salsa sauce, french toast sticks burger king, cottage cheese low fat, purslane raw",250,17.5,30.5,6.239,1
"mixed vegetables canned, sausage patty mcdonalds, wheat bread",282,31.700000000000003,10.9,13.1,1
"fava beans canned, sour pickles, tilsit cheese, pepeao dried",407,55.5,25.5,11.4,1
"pigeon peas cooked, lentil soup with ham, cheese crackers, sprite coca cola",456,83.8,21.600000000000005,5.063000000000001,1
"blue cheese dressing light, bacon roasted, fava beans cooked",244,35.6,16.2,4.4,1
"chervil dried, queen crab raw, margarine",132,0.918,5.6370000000000005,11.802,1
"pineapple juice, wheat germ bread toasted, chicken noodle soup, apricot kernel oil",391,64.2,10.8,10.3,1
"peanut brittle, sugar wafers with creme filling, heidelbeeren jutro",206,27.699999999999996,2.5,7.9,1
"lamb rib cooked, rainbow trout raw, rosemary dried, winter squash raw",1069,10.8,70.881,81.3,0
"hushpuppies, sweet cheese rolls, fruit yogurt",899,126.7,22.4,34.3,0
"ground bison cooked, veal breast raw, salat mix alestro, vegetable salad with shrimp",1523,6.800000000000001,152.5,95.4,0
"oatmeal bread, cinnamon coffeecake",311,39.7,6.199999999999999,14.5,1
"wild plum, barbecue loaf, orange, pork shoulder raw",1343,58.4,83.9,84.1,0
"parsley fresh, celeriac cooked, wakame",79,16.6,4.0,0.8779999999999999,1
"salsa verde, veal pancreas cooked",620,1.0,70.0,35.1,1
"scallop raw, salsa verde, chayote raw",41,7.5,3.1000000000000005,0.391,1
"turkey gravy instant, veal breast raw, tabasco sauce, ground turkey raw",1140,3.9059999999999997,102.445,76.602,0
"lamb sirloin raw, hash brown potato, jute cooked",1410,21.6,81.4,109.5,0
"beef salami cooked, premium grilled chicken classic sandwich mcdonalds, taro chips",445,46.7,31.649,14.999999999999998,1
"full throttle coca cola, taco flavor tortilla chips, beef mince meat asda",1255,179.0,18.5,58.199999999999996,0
"cracker meal, nutmeg butter oil, blue cheese",2473,93.7,17.1,228.6,0
"haddock cooked, beef tallow",250,0.0,30.0,13.600000000000001,1
"whole wheat cooked, pork spareribs cooked, lima beans canned, port salut cheese",1508,69.9,99.5,92.2,0
"crisped rice bar, kamut raw, goat meat raw, meatless meatballs",1518,162.8,152.3,31.4,0
"peppered loaf, honeydew melon",106,17.400000000000002,5.9,2.0,1
"provolone cheese, onion powder, donut with cream filling, chickpeas raw",1506,151.5,78.0,68.024,0
"chicken drumstick fried, peas onions cooked",274,21.5,20.4,11.700000000000001,1
"bartlett pear, ground lamb raw, taco with chicken cheese lettuce",377,45.900000000000006,18.4,13.1,1
"breadfruit seeds, almond granola bar, tortilla chips",318,44.0,6.1,14.0,1
"beef tallow, fruit burrito, onion raw, mullet cooked",502,38.7,26.0,26.848,1
"mamey sapote, pork brain cooked, rice bran bread",810,67.9,51.3,38.3,0
"mexican cheese, blue crab raw",334,3.8179999999999996,31.5,21.9,1
"spanish tomato sauce, premium crispy chicken club sandwich mcdonalds",716,75.1,42.6,30.599999999999998,0
"salmon fish oil, leeks cooked, shiitake mushrooms dried",172,12.100000000000001,1.3,13.860999999999999,1
"yoplait light strawberry yogurt yoplait, chocolate fudge syrup, carob",281,26.174000000000003,2.9,9.5,1
"cardoon raw, egg cheese sandwich, double cheeseburger",1013,74.10000000000001,53.800000000000004,56.5,0
"ostrich strip raw, beef spleen cooked",555,0.0,97.4,15.3,1
"winter squash raw, protein bread",86,18.3,3.4,0.6000000000000001,1
"mushroom barley soup, peanut butter sandwich cookies, vinegar, pumpernickel bread",321,50.989000000000004,8.1,9.3,1
"table water, burdock root raw, white bread toasted, beef spleen cooked",615,35.9,81.6,14.2,1
"millet puffed, chocolate hazelnut spread",174,28.3,3.7,6.2,1
"tortilla chips, goat cheese, gamay red wine",360,23.809,8.299999999999999,14.600000000000001,1
"plum, cinnamon ground",36,9.6,0.6,0.244,1
"queso seco cheese, powerade coca cola, acorn flour, chicken broth",962,73.6,34.2,61.809000000000005,0
"tomato beef noodle soup, mushrooms raw",296,44.599999999999994,11.100000000000001,8.799999999999999,1
"abiyuch, baked potato with cheese sauce bacon, crispy chicken wing kentucky fried chicken",712,85.8,34.4,31.4,0
"ostrich tip raw, split pea soup with ham bacon, enchirito with cheese beef beans, tomato soup",728,84.9,50.3,21.900000000000002,0
"chicken liver cooked, barbera red wine",246,6.1,11.4,2.8,1
"edamame cooked, mashed potato with milk and butter",426,49.099999999999994,22.4,17.0,1
"snapper raw, cheese tortellini, veal meat cooked",1033,50.8,122.2,34.5,0
"pom potes materne, wheat germ bread",92,13.7,2.7,1.0,1
"pork feet cooked, cheddar cheese",180,0.9,12.600000000000001,13.8,1
"matzo crackers with egg, white wine, yellow beans raw, chinese cabbage pak choi raw",915,146.3,47.7,5.799999999999999,0
"powerade zero ion4 coca cola, poi",269,65.4,0.9,0.3,1
"pecan shortbread cookies, original chicken sandwich burger king",645,60.400000000000006,24.9,33.8,1
"wolffish raw, cheeseburger",586,28.7,68.6,20.5,1
"golden delicious apple, worcestershire sauce, pumpkin seed sunfish raw, turkey vegetable soup",190,26.7,12.700000000000001,3.5,1
"caribou cooked, swordfish raw, rolo nestle",430,0.2,64.709,16.4,1
"sunflower seeds dry roasted, caesar salad with grilled chicken mcdonalds, sports drink, american cheese spread",320,21.8,33.2,13.0,1
"apple croissant, mung bean sprouts cooked, corn flour yellow, flour tortilla",737,139.6,18.7,13.299999999999999,0
"cream of chicken soup, wheat flour, pineapple grapefruit juice, artichoke raw",860,155.9,23.599999999999998,16.2,0
"chicken crispy breast kentucky fried chicken, red cabbage cooked, carrots raw",449,29.500000000000004,32.9,23.5,1
"ginkgo nuts raw, french toast sticks",125,19.5,2.5,4.3,1
"butternuts dried, english muffin whole wheat",868,41.2,35.699999999999996,69.80000000000001,0
"yachtwurst cooked, peanuts raw, cream of mushroom soup",1177,41.400000000000006,49.400000000000006,98.0,0
"beef pork bologna, white beans raw",765,123.3,51.800000000000004,9.1,0
"beef pancreas cooked, biscuit mcdonalds, fruit walnut salad mcdonalds",1175,77.1,69.7,63.7,0
"buttermilk dressing light, soy oil, sweet mashed potato canned",408,62.300000000000004,5.2,16.0,1
"tostada with guacamole, watermelon, peach canned",376,66.5,9.5,12.094,1
"cottage cheese nonfat, savoy cabbage raw, hushpuppies",635,83.9,28.099999999999998,20.916999999999998,1
"amaranth leaves, pork salami, poultry salad, chicken meat raw",2051,2.3,175.6,143.87499999999997,0
"duck meat raw, quarter pounder with cheese mcdonalds",5636,39.7,174.7,527.1,0
"cinnamon raisin bagel, bass cooked, greek yogurt, blueberries",346,41.9,35.900000000000006,4.5,1
"pistachio nuts raw, buttermilk pancakes, rice noodles dry",880,68.3,28.5,59.5,0
"sugar coated almonds, cheese puffs, crookneck squash cooked",248,27.8,4.4,14.1,1
"chinook salmon smoked, wasabi root",301,30.6,31.099999999999998,6.7,1
"beef vegetable soup, breadfruit, veal meat raw",1000,75.10000000000001,98.2,34.1,0
"chocolate donut, cisco raw",327,34.4,17.7,13.4,1
"green goddess dressing, goat cheese, english muffin with egg cheese sausage, blue mussels raw",768,35.409,46.4,48.199999999999996,0
"oat bran cooked, pectin",251,70.30000000000001,7.2,2.1,1
"tapioca pudding fat free, sweet green peppers canned, yellow tomato, cocoa butter oil",282,35.7,4.800000000000001,15.0,1
"rice noodles cooked, corn tamale",499,86.6,9.0,12.4,0
"chimichanga with beef, loquats",434,45.199999999999996,19.69,19.771,1
"pain au chocolat de la boulangerie, rice wheat cereal bar, water chestnut raw, tahini",531,49.599999999999994,6.4,21.299999999999997,1
"chicken leg fried, avocado oil, yokan, pork loin cooked",804,22.3,59.099999999999994,51.622,0
"chicken nuggets, whole wheat cooked, prickly pear raw, vegetable oil",339,38.1,8.001000000000001,18.772,1
"macadamia nuts roasted, pepperoni pizza dominos",523,40.0,15.0,35.4,1
"parboiled white rice raw, cream of mushroom soup",891,166.7,17.3,15.3,0
"broccoli cooked, cola light coca cola",98,20.1,6.7,1.1,1
"gelatin dessert, raspberries canned",400,98.1,5.4,0.3,0
"tomato soup canned, chocolate fudge syrup",206,34.6,7.2,5.0,1
"lambs quarters cooked, chicken fajita strips, weetabix weetabix",2149,9.2,7.5,13.3,0
"hotcakes with syrup mcdonalds, hushpuppies",1113,171.7,20.7,38.3,0
"prunes, beef rib roasted, veal loin cooked, cabbage raw",625,78.5,30.1,24.8,1
"sweet sour sauce, chicken drumstick fried, instant coffee powder, beef flavored rice raw",1229,227.2,47.82,14.184000000000001,0
"ground pork raw, lamb shoulder raw, red wine vinegar, white chocolate",1692,17.811,98.155,133.39999999999998,0
"jerusalem artichokes, lima beans canned, white pepper",307,63.7,15.1,0.447,1
"barbecue loaf, pretzels, apple dippers mcdonalds",188,33.8,6.6,2.9,1
"orange juice, swordfish raw, beef bologna, quail meat cooked",1404,22.1,145.1,81.10000000000001,0
"sesbania flower cooked, java plum",24,5.8,1.234,0.036000000000000004,1
"potato scalloped, roe cooked, wheat bran bread",363,44.099999999999994,18.3,12.5,1
"vegetable fruit juice, pea soup",170,27.8,8.371,2.8169999999999997,1
"beef mince meat asda, strawberries, instant lemon tea sweetened, coleslaw",442,58.4,1.881,22.269,1
"lambs quarters raw, cantaloupe melon, mock tender steak raw, congee with pork shrimp and squid plus egg",482,14.469000000000001,43.78,8.967,1
"arroz con abichuelas, malt syrup, pepperoni pizza, serrano pepper",605,88.2,20.6,18.675,1
"salsify raw, riesling white wine, drum raw, mutton tallow",508,30.2,39.2,15.100000000000001,1
"turnip greens raw, m ms peanut chocolate mars",111,14.8,2.5,4.9,1
"prune juice, pork splean cooked, catfish raw",817,44.7,110.1,19.006,1
"parsnips raw, english muffin with butter, beef stock, chenin blanc white wine",466,68.8,11.700000000000001,6.5,1
"luncheon meat beef, sweet green peppers cooked, coffee",31,4.5,2.8,0.469,1
"pout raw, chocolate pie crust, soursop, marinara pasta sauce",1437,175.20000000000002,75.7,48.6,0
"pomegranate juice, tomato soup, navy beans raw, yogurt parfait",1058,205.2,54.0,6.0,0
"cloud ear fungus dried, pork lungs cooked",377,20.4,52.4,9.5,1
"sardines in tomato sauce canned, pork olive loaf",231,3.1,21.900000000000002,13.9,1
"chocolate covered graham crackers, pork spareribs raw",3661,9.3,201.4,306.7,0
"coconut milk, veal kidneys cooked, potato wedges kentucky fried chicken",714,45.8,54.099999999999994,33.800000000000004,0
"american grapes, egg white delight mcdonalds, mozzarella cheese fat free",411,4.4,35.834999999999994,16.087,1
"tostada with guacamole, chow mein stir fry master foods, lamb liver cooked, pound cake",1061,39.1,110.60000000000001,47.400000000000006,0
"pupusas del cerdo, sports drink, beef tongue cooked, chocolate semisweet",1195,142.7,26.6,69.39999999999999,0
"pinto beans canned, pork backribs roasted, crab soup",2856,48.9,223.4,191.0,0
"summer squash cooked, matzo crackers with egg, beef stock",189,34.8,10.8,1.8,1
"brazilnuts dried, pili nuts dried",896,5.3999999999999995,13.7,98.8,0
"citrus fruit juice, french dressing reduced fat, cauliflower cooked",180,38.1,3.1719999999999997,2.857,1
"corn flour yellow, northern pike cooked, corn grits cooked, lamb sirloin raw",2188,127.80000000000001,165.79999999999998,108.7,0
"florida pompano cooked, oyster raw",227,2.5,25.5,11.899999999999999,1
"pancake syrup, pork spareribs raw",3646,13.9,200.6,303.575,0
"acerola cherry, tortilla chips",144,20.7,2.1790000000000003,6.252,1
"trail mix with chocolate chips, muenster cheese, pork splean cooked",1639,67.1,135.89999999999998,95.9,0
"sea bass cooked, drumstick pods cooked",167,9.7,26.4,2.8000000000000003,1
"pickle pimiento loaf, black turtle beans raw",710,119.60000000000001,43.4,7.8,0
"corn syrup dark, american shad cooked, perch cooked",474,15.5,42.7,25.9,1
"grape soda, onion rings burger king, feta cheese, celeriac cooked",661,91.7,9.3,29.7,0
"chocolate cake, tofu yogurt",598,92.5,14.2,19.0,0
"pita chips, quail egg, arroz con leche",520,83.58,12.799999999999999,14.9,0
"green chili pepper, macadamia nuts roasted, corn pasta dry",608,91.5,11.0,25.097,0
"corn pudding, chokecherries",577,94.19999999999999,15.8,15.2,1
"chocolate powder for milk, amaranth flakes, catfish cooked, corn flakes",536,71.5,35.0,13.8,1
"lamb lungs cooked, instant white rice cooked, granola bites, chicken sandwich",1115,83.8,110.10000000000001,34.4,0
"cabbage cooked, limburger cheese, barbecue sauce mcdonalds",179,18.700000000000003,8.3,8.519,1
"squid raw, tequila sunrise, golden delicious apple, kamut raw",947,170.4,32.599999999999994,4.8999999999999995,0
"espresso, snapper raw, split pea soup with ham bacon, veal sirloin cooked",927,29.1,120.421,32.986,0
"miso, beef tallow",155,5.1,2.6,14.0,1
"cherry pie, chili without beans canned",769,83.89999999999999,23.1,39.0,0
"turkey roast roasted, corn flour whole grain, grapefruit canned",719,116.3,38.3,12.5,0
"gazpacho soup, sunflower seed flour",83,8.0,12.6,0.41300000000000003,1
"white lemonade, tomato paste canned, cardamom, t bone steak raw",1353,71.7,97.3,77.603,0
"arrowroot, beef rib roasted",316,16.1,20.5,19.3,1
"white rice pasta raw, pork centre loin chops raw, corn syrup light, mullet raw",1139,139.7,79.5,26.59,0
"pulled pork in barbecue sauce, parboiled white rice raw",1110,196.3,46.699999999999996,12.9,0
"tomato vegetable juice, roselle, gelatin dessert",248,55.8,5.3,0.6000000000000001,1
"orange juice, pheasant meat raw, taco salad with chili con carne, soybean margarine",1765,38.543,194.652,87.3,0
"ling raw, pasta marinara and ground beef sauce, chow mein stir fry master foods",235,4.1,39.2,3.0,1
"fruit walnut salad mcdonalds, milk chocolate, t bone steak raw",1401,48.0,91.0,91.7,0
"turnip greens canned, cooking wine, english muffin with cheese sausage, sweet chilli kettle baked chips",493,33.7,18.328000000000003,24.9,1
"corn pasta cooked, mustard greens cooked, multigrain cheerios general mills, matzo crackers with egg onion",325,68.0,10.138,2.8049999999999997,1
"egg bread, chrysanthemum raw, nopales cooked, flaxseed oil",269,25.5,7.585999999999999,16.303,1
"chinese egg roll, brownie, snickers mars",746,97.7,14.6,34.0,0
"weizenbier erdinger, egg dinner roll, walleye pike raw, baked chips lays",605,18.2,33.699999999999996,24.1,1
"beef tongue cooked, honey, horseradish",146,17.900000000000002,5.583,6.385,1
"pineapple grapefruit juice, green lettuce, warm cinnamon roll mcdonalds",254,48.3,4.5,5.6,1
"turkey breast raw, egg dinner roll, teaseed oil, soy sauce",3789,19.0,500.20000000000005,174.754,0
"amaranth raw, japanese somen noodles dry",138,27.5,4.6,0.8999999999999999,1
"potato gratin, soybean curd cheese, roselle",696,49.5,41.0,37.199999999999996,1
"pork beef salami, beef spleen cooked, turkey vegetable soup",556,8.676,82.5,19.0,1
"veal leg round cooked, vegetable egg roll",727,25.0,103.60000000000001,20.8,1
"menhaden fish oil, neufchatel cheese, swiss chard cooked",2216,10.3,11.1,237.5,0
"caramel custard flan, chuck eye steak raw, black eyed cowpeas raw",1431,97.0,90.60000000000001,75.6,0
"soybean cooked, mushroom gravy, french toast sticks, butter toastbrot ja",554,41.0,32.9,26.5,1
"garden cress cooked, pork spareribs cooked, watercress, perch cooked",792,5.5,66.2,54.906,0
"egg white delight mcdonalds, chicken dumplings soup, pita chips, coconut granola bar",772,50.8,18.6,43.1,0
"chrysanthemum raw, cheeseburger mcdonalds, beechnuts dried",498,44.7,19.0,29.3,1
"matzo crackers with egg onion, carob flour, instant coffee powder decaffeinated",128,28.3,3.3,1.23,1
"ginkgo nuts dried, alaska king crab cooked, chocolate frosting",309,33.5,28.999999999999996,6.3,1
"pork meat cooked, carignane red wine",653,12.0,14.5,14.1,1
"lupins cooked, peas onions cooked, collard cooked",337,41.599999999999994,35.5,6.6,1
"pork breakfast strips cooked, monkfish raw, peanuts chocolate coated, shrimp cooked",102,2.113,9.2,5.8919999999999995,1
"lamb meat cooked, fontina cheese, fruit yogurt",1247,29.7,97.4,80.3,0
"spinach egg noodles dry, chervil dried",150,27.599999999999998,6.0,1.702,1
"pickled pork hocks, grape apple salad with walnuts",239,25.6,8.9,11.2,1
"ham raw, leeks raw",320,12.645999999999999,25.1,18.5,1
"scots kale cooked, cream soda, roe cooked, sorghum",997,216.8,32.3,9.1,0
"cheese lasagna, baked chips lays",446,33.6,15.9,15.0,1
"french dressing fat free, millet puffed",95,21.9,2.71,0.724,1
"mashed potatoes, milkfish raw",257,35.5,9.8,8.7,1
"sweet onion, pimento cheese, veal rib raw, peas raw",1483,48.4,127.0,85.49999999999999,0
"purslane raw, buckwheat raw, turkey pot pie, triticale",1394,218.9,53.400000000000006,39.5,0
"cheese pizza, spaghetti with meatballs, tempeh cooked, premium grilled chicken club sandwich mcdonalds",1033,105.49999999999999,64.3,39.800000000000004,0
"cinnamon coffeecake, chinese cabbage pak choi cooked",258,29.6,6.6,13.600000000000001,1
"wild plum, cornsalad, sweet sour dressing",161,37.9,1.8820000000000001,0.5,1
